,Title,Link,Upload Date,View Count,Absolute Upload Date
156,"연매출 100억! 하루손님 최대 1200명? 역대급 규모와 인기, 전국 최초 키조개 삼합집",https://www.youtube.com/watch?v=_Nttw_gt11c&pp=ygUKa29yZWEgZm9vZA%3D%3D,10개월 전,조회수 604만회,2023-09-05 00:00:00
157,보기만해도 힐링되는 한국 길거리음식 몰아보기 / 2 hour healing video - Korean Street Food Compilation,https://www.youtube.com/watch?v=qvpqK4K2gyM&pp=ygUKa29yZWEgZm9vZA%3D%3D,5개월 전,조회수 893만회,2024-02-02 00:00:00
158,"Eating Challenge ( 8 Chicken Legpiece, 2kg Ramen ) | #asmr #food #quickeating",https://www.youtube.com/shorts/WwLR3wKmAJY,2년 전,조회수 1273만회,2022-07-02 00:00:00
159,Korean Corn Dog Review 😍 | Rating Korean Street Food 😱 | @sosaute #shorts,https://www.youtube.com/shorts/PGkjBCeyg7E,6개월 전,조회수 391만회,2024-01-03 00:00:00
160,"Best Korea Street Food in Seoul, Myeongdong District",https://www.youtube.com/watch?v=dbofhUfQ1p4&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 254만회,2023-07-02 00:00:00
161,"전국 길거리 음식 달인 TOP 10 / TOP 10, Amazing! Korean Street Food Masters",https://www.youtube.com/watch?v=ts687oRlO-0&pp=ygUKa29yZWEgZm9vZA%3D%3D,5일 전,조회수 60만회,2024-06-26 00:00:00
162,"양많은 시장 닭강정, 새우강정 / sweet and sour chicken - korean street food",https://www.youtube.com/watch?v=Wwd27Tl3CL0&pp=ygUKa29yZWEgZm9vZA%3D%3D,8일 전,조회수 2383만회,2024-06-23 00:00:00
163,오징어순대 대량생산 현장! 다양한 재료로 속을 꽉 채운 속초명물 오징어순대 만드는 과정,https://www.youtube.com/watch?v=xqdwOTLw2EE&pp=ygUKa29yZWEgZm9vZA%3D%3D,2년 전,조회수 382만회,2022-07-02 00:00:00
164,[FRK with NewJeans]  Koreans’ Korea: K-Food_30s #Koreans_Korea #K-food #VisitKoreaYear,https://www.youtube.com/watch?v=Y3Vc8IVSOA8&pp=ygUKa29yZWEgZm9vZA%3D%3D,5일 전,조회수 1103만회,2024-06-26 00:00:00
165,"푸짐함이 역대급! 하루 100개씩 팔리는 미친 퀄리티 일본식 치킨버거, 스테이크 버거 Japanese chicken & steak burger - Korean street food",https://www.youtube.com/watch?v=1WEJKNSHD4s&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 1689만회,2023-07-02 00:00:00
166,"20판씩 팔리는 대파 떡볶이, 12가지 김밥, 대왕 김말이 / The Most Popular Korean Snack! Tteokbokki - Korean Food",https://www.youtube.com/watch?v=x0JCP4BqoVQ&pp=ygUKa29yZWEgZm9vZA%3D%3D,1개월 전,조회수 3613만회,2024-06-01 00:00:00
167,Must Try Before You Die!! Korea’s TOP 50 Street Foods!!,https://www.youtube.com/watch?v=-WSrY-xH5pI&pp=ygUKa29yZWEgZm9vZA%3D%3D,2년 전,조회수 1.3억회,2022-07-02 00:00:00
168,흥미롭고 생생한 수산물 가공공장과 전문식당 몰아보기 / Korean seafood processing plant - Seafood restaurant,https://www.youtube.com/watch?v=uHoyk_4qlYY&pp=ygUKa29yZWEgZm9vZA%3D%3D,3년 전,조회수 1977만회,2021-07-02 00:00:00
169,South Korean VS North Korean,https://www.youtube.com/shorts/ms0zzZtz_4c,3개월 전,조회수 138만회,2024-04-02 00:00:00
170,CHALLENGE KOREA: BATTLE OF K-FOOD,https://www.youtube.com/watch?v=d95A1xJ4yqM&pp=ygUKa29yZWEgZm9vZA%3D%3D,4주 전,조회수 481만회,2024-06-03 00:00:00
171,한국 분식을 처음 먹어본 영국 고등학생들의 반응?!,https://www.youtube.com/watch?v=AZxZIUQHx5Q&pp=ygUKa29yZWEgZm9vZA%3D%3D,3일 전,조회수 365만회,2024-06-28 00:00:00
172,Mexican Dads Try Korean Food,https://www.youtube.com/watch?v=1mi1cGN8s74&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 131만회,2023-07-02 00:00:00
173,25가지 집밥 모음ㅣ3년간 만든 집밥 중 맛있는 요리만 모은 영상,https://www.youtube.com/watch?v=SeaiInbr92k&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 12만회,2023-07-02 00:00:00
174,"🇰🇷24 HOURS ₹300 KOREAN FOOD CHALLENGE | cvs, Korea vlog ✨",https://www.youtube.com/watch?v=STLpI_FiZ6E&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 264만회,2023-07-02 00:00:00
175,German Girl tries the best food spots in Korea (Seoul),https://www.youtube.com/watch?v=W1SdyPGm8cI&pp=ygUKa29yZWEgZm9vZA%3D%3D,9개월 전,조회수 1102만회,2023-10-05 00:00:00
176,Lunch of ordinary office worker in Korea 🇰🇷Pt.147 #koreanfood #korean #southkorea #mukbang,https://www.youtube.com/shorts/Ea53hvoJxE0,2년 전,조회수 2017만회,2022-07-02 00:00:00
177,"치킨의 성지! 줄서서 먹는 망원시장 치킨, 닭강정, 통닭, 길거리음식 / Crispy Spicy chicken Dakgangjung  / Korean Street food",https://www.youtube.com/watch?v=ReGOAG4z3w0&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 42만회,2023-07-02 00:00:00
178,"TOP 10, 놀라운 기술과, 비쥬얼 갑 디저트 모음 BEST / TOP 10, Best Delicious Korean Desserts - Korean street food",https://www.youtube.com/watch?v=3EapcrXKht0&pp=ygUKa29yZWEgZm9vZA%3D%3D,2년 전,조회수 578만회,2022-07-02 00:00:00
179,"At Korean convenience stores, you can eat rabokki without having to prepare ingredients one by one",https://www.youtube.com/shorts/5I3kGV6_FIA,2년 전,조회수 335만회,2022-07-02 00:00:00
180,Only Eating Korean Street Food (Jeju Edition),https://www.youtube.com/shorts/gM4isQN3YeY,1년 전,조회수 2.6천회,2023-07-02 00:00:00
181,the holy trinity of korean street food,https://www.youtube.com/shorts/E52sSgZlgYs,1년 전,조회수 522만회,2023-07-02 00:00:00
182,"Delicious Spicy Seafood Stew in Busan, South Korea 🇰🇷 | Sakshma Srivastav",https://www.youtube.com/shorts/fSFg2PenETs,1년 전,조회수 206만회,2023-07-02 00:00:00
183,서울에서 먹어본 칼국수 찐 맛집 #shorts #koreanfood #koreafood #asianfood #asiafood #서울맛집,https://www.youtube.com/shorts/LJOyxSsm4vs,2개월 전,조회수 497만회,2024-05-02 00:00:00
184,"입에서 살살 녹는 항정살수육 ☆ 굴무침,막걸리ㅣSuyuk & Gul-muchimㅣReal Mukbangㅣ",https://www.youtube.com/watch?v=CWUQFSN4MgI&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 95만회,2023-07-02 00:00:00
185,반주하려다 만취하고 가는 고기 맛집! 6곳 영상 몰아보기 / Real Korean style BBQ! / Korean street food,https://www.youtube.com/watch?v=2nAjDDifrUE&pp=ygUKa29yZWEgZm9vZA%3D%3D,2년 전,조회수 1302만회,2022-07-02 00:00:00
186,🇰🇷24 HOURS KOREAN FOOD CHALLENGE | Pooh in Italy 💕,https://www.youtube.com/watch?v=Wfqsqc4MELI&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 333만회,2023-07-02 00:00:00
187,🥗🍜 🇰🇷Korean🇰🇷 Food TikTok Compilation 🍲🍛 P4,https://www.youtube.com/watch?v=Y2NOYIyyU18&pp=ygUKa29yZWEgZm9vZA%3D%3D,2일 전,조회수 1479만회,2024-06-29 00:00:00
188,Jungkook Golden FOOD ASMR 🍯🍫 #cutelife #shorts,https://www.youtube.com/shorts/g23DdBEvn9Y,7개월 전,조회수 562만회,2023-12-04 00:00:00
189,한국 야구장 음식을 처음 먹어본 미국 MLB 야구 선수들의 반응은?!?,https://www.youtube.com/watch?v=VtU-KxlGxiY&pp=ygUKa29yZWEgZm9vZA%3D%3D,2일 전,조회수 257만회,2024-06-29 00:00:00
190,Eating only CONVENIENCE STORE FOODS (CVS) in KOREA || 24 HOUR Ramen STORE,https://www.youtube.com/watch?v=_-4p0t_cCcw&pp=ygUKa29yZWEgZm9vZA%3D%3D,3일 전,조회수 18만회,2024-06-28 00:00:00
191,식혀야 제 맛! 줄서서 먹는 가마솥 고추 닭강정 / Sweet & Spicy! Korean Fried Chicken - Korean Food,https://www.youtube.com/watch?v=fFaEIQacPCo&pp=ygUKa29yZWEgZm9vZA%3D%3D,1개월 전,조회수 199만회,2024-06-01 00:00:00
192,"요리 먹방 :)닭갈비에 치즈 볶음밥이 빠질 순없지~, 파채무침, 마카로니 샐러드. korean food mukbang.",https://www.youtube.com/watch?v=eljQa61FbQw&pp=ygUKa29yZWEgZm9vZA%3D%3D,3개월 전,조회수 106만회,2024-04-02 00:00:00
193,what i eat in a week in korea,https://www.youtube.com/watch?v=Ylx4knDgkcc&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 242만회,2023-07-02 00:00:00
194,짬뽕 탕수육 없는 중국집? 오직 250도 돌판 짜장면 하나로 승부해 초대박난 돌짜장 중국집,https://www.youtube.com/watch?v=S8uGh8yqKUI&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 3115만회,2023-07-02 00:00:00
195,Eating at Street Markets In South Korea + Everyone Loves Story!,https://www.youtube.com/watch?v=9ox2wsk15-w&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 437만회,2023-07-02 00:00:00
196,"아낌없이 넣었습니다! 가성비 좋은 ! 해산물 요리 몰아보기 | Delicious seafood dishes, Sashimi, King crab | Korean Street food",https://www.youtube.com/watch?v=idAwBwniC0I&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 2283만회,2023-07-02 00:00:00
197,처음 김밥을 먹어본 어벤져스 배우들의 반응?! (실화),https://www.youtube.com/watch?v=KKWNnKhGjWA&pp=ygUKa29yZWEgZm9vZA%3D%3D,11개월 전,조회수 7.2천회,2023-08-06 00:00:00
198,"팔리는 양이 역대급! 아침부터 줄서서 먹는? 떡볶이, 순대, 튀김 길거리음식 몰아보기 / spicy rice cake Tteokbokki / Korean Street Food",https://www.youtube.com/watch?v=2FVd-O4Ye40&pp=ygUKa29yZWEgZm9vZA%3D%3D,2일 전,조회수 97만회,2024-06-29 00:00:00
199,리얼먹방:) 햄지's 요리모음🔪 2탄!!!ㅣPART 2★HAMZY’s Cooking COMPILATIONS ㅣREAL SOUNDㅣASMR MUKBANGㅣEATING SHOWㅣ,https://www.youtube.com/watch?v=WWw5kw2kbW8&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 1.7만회,2023-07-02 00:00:00
200,다이어트 레시피 #훈제오리 #레시피 #korea #food #cooking #diat #자취요리 #집밥 #요리 #韓国料理 #ダイエット #shorts,https://www.youtube.com/shorts/mUQCLJkdHlc,2년 전,조회수 234만회,2022-07-02 00:00:00
201,"Everything We Ate in Seoul, Part 2: Myeongdong Street Food • #Shorts #Travel #Foodie",https://www.youtube.com/shorts/Sn0I1HxhMW0,1년 전,조회수 1827만회,2023-07-02 00:00:00
202,"KOREAN STREET FOOD TOUR in Seoul, South Korea!",https://www.youtube.com/watch?v=DrKB7JDlthg&pp=ygUKa29yZWEgZm9vZA%3D%3D,2년 전,조회수 327만회,2022-07-02 00:00:00
203,🇰🇷 Can I find Halal food in Korea? *social experiment,https://www.youtube.com/watch?v=cgjlIFbs-DY&pp=ygUKa29yZWEgZm9vZA%3D%3D,7일 전,조회수 1003만회,2024-06-24 00:00:00
204,BIG BONE MARROW ASMR,https://www.youtube.com/shorts/mEN6cceoDrw,5년 전,조회수 175만회,2019-07-03 00:00:00
205,Why Korean Stadium Food DESTROYS American Stadium Food!! You’re Being Robbed!!,https://www.youtube.com/watch?v=h2rEeZt4mEg&pp=ygUKa29yZWEgZm9vZA%3D%3D,6년 전,조회수 267만회,2018-07-03 00:00:00
206,🇰🇷CVS BLACK FOOD CHALLENGE: shopping and food 🖤✨,https://www.youtube.com/watch?v=APe0TO49E00&pp=ygUKa29yZWEgZm9vZA%3D%3D,3년 전,조회수 6.4억회,2021-07-02 00:00:00
207,Eating the BEST KOREAN STREET FOOD in SEOUL,https://www.youtube.com/watch?v=zPuLGkluoTY&pp=ygUKa29yZWEgZm9vZA%3D%3D,3년 전,조회수 393만회,2021-07-02 00:00:00
208,"집밥이 젤 맛있어 ☆ 고추장찌개,갈치구이,분홍소세지",https://www.youtube.com/watch?v=ZftWUzMrpeQ&pp=ygUKa29yZWEgZm9vZA%3D%3D,5일 전,조회수 10만회,2024-06-26 00:00:00
209,Mukbang Fire Spicy Noodle Tteokbokki 불닭볶음면 떡볶이 TV 속 편의점 음식 먹방 DONA 도나,https://www.youtube.com/watch?v=EoMxn7v16ck&pp=ygUKa29yZWEgZm9vZA%3D%3D,5일 전,조회수 558만회,2024-06-26 00:00:00
210,Korean-Chinese food delivery 🇰🇷 jjamppong vs jjajangmyeon #koreanfood #mukbang #asmr #korea,https://www.youtube.com/shorts/wJ5qx-Ltnuo,2년 전,조회수 2685만회,2022-07-02 00:00:00
211,"shopping in korea vlog 🇰🇷 grocery food haul 🍧 fruits, snacks, making summer dessert",https://www.youtube.com/watch?v=dp7IIDoWbUs&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 4.6만회,2023-07-02 00:00:00
212,웨이팅만 기본 1시간..😵성수동 핫플 대림국수 전메뉴 먹방,https://www.youtube.com/watch?v=1xtDsmbE91k&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 371만회,2023-07-02 00:00:00
213,Indian Boy Selling Super Spicy Korean Maggi | Indian Street Food |#shorts #short #youtubeshorts,https://www.youtube.com/shorts/YGO5XBIwPUE,2년 전,조회수 1269만회,2022-07-02 00:00:00
214,Korean university breakfast pt 77 #estudiarencorea #food #koreauniversity #koreanstudies,https://www.youtube.com/shorts/Y27waTNPhdU,2년 전,조회수 147만회,2022-07-02 00:00:00
215,엄청난 스케일! 평소에 보기힘든 신기한 식품공장 대량생산 몰아보기 시리즈 3,https://www.youtube.com/watch?v=8AK_iiXD9jA&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 693만회,2023-07-02 00:00:00
216,🇰🇷CVS BROWN FOOD ONLY CHALLENGE 🤎 । makeup shopping 🛍 + Downtown vlog,https://www.youtube.com/watch?v=CZvYvUGLNMg&pp=ygUKa29yZWEgZm9vZA%3D%3D,2년 전,조회수 44만회,2022-07-02 00:00:00
217,Mukbang! Spicy Noodle & MALA XIANG GUO TTeokbokki Korean Chicken Dog Snack EATING by HIU 하이유,https://www.youtube.com/watch?v=byShudW-AxM&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 424만회,2023-07-02 00:00:00
218,🇰🇷CVS RED SPICY FOOD CHALLENGE ONLY 🥵🌶️ clothes shopping in Downtown + street food🛍️,https://www.youtube.com/watch?v=8UPl0SBp0AE&pp=ygUKa29yZWEgZm9vZA%3D%3D,2년 전,조회수 1.4억회,2022-07-02 00:00:00
219,하루 20톤 어묵공장 대량생산 현장!! 41년 전통 국내최대 꼬치어묵 생산공장의 다양한 어묵 만드는 과정,https://www.youtube.com/watch?v=Qjnxv655XgE&pp=ygUKa29yZWEgZm9vZA%3D%3D,3년 전,조회수 239만회,2021-07-02 00:00:00
220,"🏆""2023 연말어워즈"" 올해 최고의 요리&먹방 영상 12선📯 어렵게 고른 올해 최고의 영상!  레전드 모음😇 Food MUKBANG ASMR EATINGSHOW REALSOUND",https://www.youtube.com/watch?v=UepwL4RODvs&pp=ygUKa29yZWEgZm9vZA%3D%3D,8일 전,조회수 179만회,2024-06-23 00:00:00
221,(Spicy Food Eating) - Fresh Tofu with Chillies - mukbang ASMR | Sisters Eating #Shorts,https://www.youtube.com/shorts/RbRYV1H8og0,9일 전,조회수 504만회,2024-06-22 00:00:00
222,Steven Eats Through Korea for 24 Hours Straight,https://www.youtube.com/watch?v=BUn3wGb6du4&pp=ygUKa29yZWEgZm9vZA%3D%3D,9개월 전,조회수 1294만회,2023-10-05 00:00:00
223,Best Korean Food!! HUGE BONE HOTPOT + 5 Must Eat Foods in Seoul!,https://www.youtube.com/watch?v=wftv9ZjZk7g&pp=ygUKa29yZWEgZm9vZA%3D%3D,2주 전,조회수 9.4만회,2024-06-17 00:00:00
224,"Korean corn dog, the popular Korean street food! #food #cooking #recipe",https://www.youtube.com/shorts/41QeGENKF1c,1년 전,조회수 17만회,2023-07-02 00:00:00
225,Korean 🇰🇷 tries SPICY Indian Snacks for the first time!! *Hilarious Reaction* 😂,https://www.youtube.com/watch?v=IvbAUCdr3hY&pp=ygUKa29yZWEgZm9vZA%3D%3D,1개월 전,조회수 1137만회,2024-06-01 00:00:00
226,구내식당 회사원 급식 188일차 #korea #foodie #korean #yummy #seoul #mukbang,https://www.youtube.com/shorts/8Y27nNymTB4,4년 전,조회수 147만회,2020-07-02 00:00:00
227,I Tried Foods in a Korean Baseball Stadium,https://www.youtube.com/watch?v=LEMEE6zug3E&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 752만회,2023-07-02 00:00:00
228,🇰🇷CVS CHALLENGE: ORANGE FOOD ONLY 🧡 + Shopping in Downtown 🛍,https://www.youtube.com/watch?v=J_lWpwHcPMk&pp=ygUKa29yZWEgZm9vZA%3D%3D,2년 전,조회수 828만회,2022-07-02 00:00:00
229,"시원한 대량생산 ! 볼수록 신기한 대량생산 현장 ! 어묵, 감자튀김 | Various Korean Food Mass Production Process | Korean Food",https://www.youtube.com/watch?v=ytv_Wf6qf2c&pp=ygUKa29yZWEgZm9vZA%3D%3D,5일 전,조회수 3억회,2024-06-26 00:00:00
230,🇰🇷CVS RAINBOW CHALLENGE🌈 | shopping 🛍️ + food #Clovia,https://www.youtube.com/watch?v=TK3QnDxiT68&pp=ygUKa29yZWEgZm9vZA%3D%3D,8일 전,조회수 623만회,2024-06-23 00:00:00
231,한국의 재미있는 길거리음식 모음! / korean interesting street food collection!,https://www.youtube.com/watch?v=F600bVI0BOI&pp=ygUKa29yZWEgZm9vZA%3D%3D,3년 전,조회수 997만회,2021-07-02 00:00:00
232,Giant Fish-Shaped Bread - Korean Street Food #shortvideo,https://www.youtube.com/shorts/8nzTPobbZlM,1년 전,조회수 1450만회,2023-07-02 00:00:00
233,🇰🇷CVS GOLD FOOD CHALLENGE ✨,https://www.youtube.com/watch?v=fEO8JH2UhMg&pp=ygUKa29yZWEgZm9vZA%3D%3D,11개월 전,조회수 265만회,2023-08-06 00:00:00
234,겨울 간식 먹방 만화,https://www.youtube.com/watch?v=j82vcSkNOfA&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 355만회,2023-07-02 00:00:00
235,"매일 20종류가 넘는 도넛 만드는 곳, 용인 도넛 핫플레이스 / Making 23 kinds of donuts every day - Korean street food",https://www.youtube.com/watch?v=pg_55jPfryg&pp=ygUKa29yZWEgZm9vZA%3D%3D,2개월 전,조회수 413만회,2024-05-02 00:00:00
236,ASMR MUKBANG 직접 만든 치토스 양념 치킨먹방! 치즈스틱 짜파게티 레시피 FRIED CHICKEN AND BLACK BEAN NOODLES EATING SOUND!,https://www.youtube.com/watch?v=dDqr9DCNuxc&pp=ygUKa29yZWEgZm9vZA%3D%3D,2개월 전,조회수 16만회,2024-05-02 00:00:00
237,나초가 무한리필! 미국식 딥치즈 버거로 하루 200개씩 팔리는? 클래식 수제버거 / American Style Deep cheeseburger / Korean street food,https://www.youtube.com/watch?v=BlBSswCVNPw&pp=ygUKa29yZWEgZm9vZA%3D%3D,7개월 전,조회수 880만회,2023-12-04 00:00:00
238,[FRK with NewJeans]  Koreans’ Korea: K-Food #Koreans_Korea #K-food #VisitKoreaYear,https://www.youtube.com/watch?v=p9a2FkZf5b8&pp=ygUKa29yZWEgZm9vZA%3D%3D,6일 전,조회수 352만회,2024-06-25 00:00:00
239,Lunch of ordinary office worker in Korea 🇰🇷Pt.145 #koreanfood #korean #southkorea #mukbang,https://www.youtube.com/shorts/-WeJ1argn4s,2년 전,조회수 928만회,2022-07-02 00:00:00
240,Eating ONLY at Korean convenience foods for 24 hours!,https://www.youtube.com/watch?v=u0F03Lr79M0&pp=ygUKa29yZWEgZm9vZA%3D%3D,2년 전,조회수 32만회,2022-07-02 00:00:00
241,Dessert day in Korea🇰🇷 #korean #korea #foodie #yummy #seoul #mukbang #cake #dessert,https://www.youtube.com/shorts/jGc-Hhj_Ed4,1년 전,조회수 411만회,2023-07-02 00:00:00
242,Kimbap (rice roll)  -  Korean Street Food,https://www.youtube.com/shorts/5utnxm5x-RA,1년 전,조회수 600만회,2023-07-02 00:00:00
243,직장인들이 사랑하는 최고의 점심 메뉴 Top5 몰아보기,https://www.youtube.com/watch?v=Rk9d5RRIj08&pp=ygUKa29yZWEgZm9vZA%3D%3D,4년 전,조회수 7.4만회,2020-07-02 00:00:00
244,"Mukbang 부산 Ep1. 남포동 (깡통시장, 국제시장, 이가네떡볶이, 비빔당면, 씨앗호떡) | Busan 먹방 ☺",https://www.youtube.com/watch?v=9Ptp1lvcD9U&pp=ygUKa29yZWEgZm9vZA%3D%3D,2년 전,조회수 34만회,2022-07-02 00:00:00
245,COOKING KOREAN FOOD + GROCERIES SHOPPING | vlog,https://www.youtube.com/watch?v=XyHmwT53juo&pp=ygUKa29yZWEgZm9vZA%3D%3D,3일 전,조회수 10만회,2024-06-28 00:00:00
246,식단레시피 #팽이버섯덮밥 #식단 #다이어트 #다이어트요리 #diat #korea #koreafood #레시피 #韓国料理 #ダイエット,https://www.youtube.com/shorts/tw-8rX5PwiQ,3개월 전,조회수 163만회,2024-04-02 00:00:00
247,THE BEST OF KOREAN FOOD IN LA FROM ICE SOUP TO GEODUCK | FTD,https://www.youtube.com/watch?v=h1g-aw_a9hw&pp=ygUKa29yZWEgZm9vZA%3D%3D,7일 전,조회수 435만회,2024-06-24 00:00:00
248,구내식당 회사원 급식 187일차 #korea #foodie #korean #yummy #seoul #mukbang,https://www.youtube.com/shorts/TaNFGQx8ItA,1년 전,조회수 23만회,2023-07-02 00:00:00
249,What I Eat in KOREA (EP. 5): Convenience Store Food For 24 Hours & The Best Korean Fried Chicken,https://www.youtube.com/watch?v=fHaOdf23IKg&pp=ygUKa29yZWEgZm9vZA%3D%3D,2년 전,조회수 58만회,2022-07-02 00:00:00
250,1500원 거대 식빵 고로케?! 13가지 재료가 들어간 미친 퀄리티의 속이 꽉찬 식빵 고로케 토스트,https://www.youtube.com/watch?v=nU64JwuO0aw&pp=ygUKa29yZWEgZm9vZA%3D%3D,1개월 전,조회수 559만회,2024-06-01 00:00:00
251,shopping in korea vlog 🇰🇷 grocery food with prices 🛒 snacks unboxing & cooking,https://www.youtube.com/watch?v=TLsosQTtmqg&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 1080만회,2023-07-02 00:00:00
252,"하루 계란만 3,000개 사용하는 몽둥이 김밥부터 계란폭탄 산더미김밥까지 최고의 김밥집 영상 몰아보기",https://www.youtube.com/watch?v=RcBEryeuf2s&pp=ygUKa29yZWEgZm9vZA%3D%3D,5일 전,조회수 1450만회,2024-06-26 00:00:00
253,압도적 대량 생산! 돈까스공장 김치공장 와플공장 등 음식공장 영상 모음,https://www.youtube.com/watch?v=CWoGG54n6O0&pp=ygUKa29yZWEgZm9vZA%3D%3D,4년 전,조회수 746만회,2020-07-02 00:00:00
254,SUB)꾸덕촉촉 짜파게티에 매운 마라오징어 팽이버섯 넣어서 먹방! 파김치 겉절이까지 짜장라면 꿀조합 리얼사운드 Mala Chapagetti Mukbang Asmr,https://www.youtube.com/watch?v=WEOl2oZIPv4&pp=ygUKa29yZWEgZm9vZA%3D%3D,2일 전,조회수 110만회,2024-06-29 00:00:00
255,🇰🇷CVS PINK FOOD ONLY CHALLENGE 💕 + Shopping Date 🛍,https://www.youtube.com/watch?v=NT4RAG1H4ko&pp=ygUKa29yZWEgZm9vZA%3D%3D,6일 전,조회수 135만회,2024-06-25 00:00:00
256,"놀라운 광경! 한국인의 입맛을 사로 잡은 인기 음식 TOP8 몰아보기 떡볶이, 국수, 통닭, 피자, 삼겹살 /Top8 Popular Street Foods in Korea",https://www.youtube.com/watch?v=1Tk2uEFyY0U&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 966만회,2023-07-02 00:00:00
257,24hr KOREAN STREET FOOD in BUSAN,https://www.youtube.com/watch?v=G65C-mqL3ho&pp=ygUKa29yZWEgZm9vZA%3D%3D,3개월 전,조회수 12만회,2024-04-02 00:00:00
258,"바삭함이 미쳤다! 매일 닭손질까지 직접해서 대박난? 양많은 시장 닭강정, 똥집튀김 / Sweet and sour chicken / Korean Street food",https://www.youtube.com/watch?v=7ZH26sxeot0&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 644만회,2023-07-02 00:00:00
259,🇰🇷CVS CHALLENGE: buying only EXPENSIVE FOOD + shopping 🛍️,https://www.youtube.com/watch?v=pGTJATIuHM0&pp=ygUKa29yZWEgZm9vZA%3D%3D,3주 전,조회수 2012만회,2024-06-10 00:00:00
260,전국 길거리음식 달인의 맛집 몰아보기! Best Korean Food Master / korean food street,https://www.youtube.com/watch?v=3-Btbp2azAs&pp=ygUKa29yZWEgZm9vZA%3D%3D,1개월 전,조회수 997만회,2024-06-01 00:00:00
261,ASMR MUKBANG 직접 만든 양념 치킨먹방! 치즈 통스팸 짜파게티 레시피 & 먹방 FRIED CHICKEN AND BLACK BEAN NOODLES EATING SOUND!,https://www.youtube.com/watch?v=-9lksD7K0Uc&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 1만회,2023-07-02 00:00:00
262,하루 2000개 대량생산! 국내 최초로 특허받은 분리형 발열도시락 / Fever lunch box mass production factory,https://www.youtube.com/watch?v=py0wXzyFEP4&pp=ygUKa29yZWEgZm9vZA%3D%3D,3일 전,조회수 135만회,2024-06-28 00:00:00
263,엄청난 스케일! 넋놓고 보게 되는 신기한 식품공장 대량생산 몰아보기 #2,https://www.youtube.com/watch?v=InZ3I14oP6k&pp=ygUKa29yZWEgZm9vZA%3D%3D,2년 전,조회수 1.6만회,2022-07-02 00:00:00
264,Lunch time in korea 😜  #koreanfood #korean #korea,https://www.youtube.com/shorts/AyK_dscmU4A,1년 전,조회수 2.7만회,2023-07-02 00:00:00
265,Extra Crispy Fried Chicken!! 🍗 STREET FOOD KOREA + My New Favorite Korean Food!,https://www.youtube.com/watch?v=KoJ8Hxqt9EE&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 222만회,2023-07-02 00:00:00
266,Korean university breakfast pt 78 #estudiarencorea #food #koreauniversity #koreanstudies,https://www.youtube.com/shorts/H3xCuxBugiU,5일 전,조회수 51만회,2024-06-26 00:00:00
267,Amazing and delicious lunch time in Korea 🇰🇷 EP.69 #koreanfood #mukbang #foodie,https://www.youtube.com/shorts/hVwkS8HPLLI,2주 전,조회수 353만회,2024-06-17 00:00:00
268,Eating ONLY at Korean convenience foods for 24 hours!,https://www.youtube.com/watch?v=46eaL4r9fkA&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 43만회,2023-07-02 00:00:00
269,고기듬뿍! 산더미 고기 짬뽕 / amazing spicy beef noodle - korean street food,https://www.youtube.com/watch?v=2_MCktIND3Q&pp=ygUKa29yZWEgZm9vZA%3D%3D,2주 전,조회수 522만회,2024-06-17 00:00:00
270,"🇰🇷We Tried Korean Food In An Authentic Korean Cafe - ""Dalgrak"" For The First Time !! #shorts",https://www.youtube.com/shorts/-1qHdWcVA2M,3년 전,조회수 1.4천회,2021-07-02 00:00:00
